State,alpha,beta,delta,lambda,kappa,E0,I0
arizona,0.1000000000019133,"[0.05782712156724649, 0.022056214560373794]",0.1059235901738765,0.01,0.0005078557333392,3500,1000
mississippi,0.1000000000000008,"[0.11156846998340943, 1.1803083856861654]",0.1000010690344691,0.0538489537860954,0.001617845550004,7500,1000
new mexico,0.1,"[0.12952916365945627, 1.4018338073536958]",0.2877872841378883,0.0100918538574266,0.0005080075229809,1000,1000
texas,0.4999999971097292,"[0.09030415488601116, 0.05707406006392946]",1.0815717309194572,0.0559849854015302,0.0012624412911543,9500,9500
virginia,0.1000000000000035,"[0.021376500860445735, 0.18032467125798074]",0.1321411985448697,0.01,0.0007461895570815,1000,1000
