State,alpha,beta,delta,lambda,kappa,E0,I0
arizona,0.10000000000242443,0.1000000000000003,1.4999646051058027,[ 0.02873837  0.04558802 16.92445699],[1.72461297e-03 7.56378877e-03 2.03991658e+01],1000,1000
mississippi,0.11135913664148737,0.10004607723334541,0.2508083879154333,[6.08099726e-02 5.00000000e+00 5.55551479e-15],[0.00275734 0.00399281 0.10000044],2500,1000
new mexico,0.10000126630388831,0.10006471151230055,1.4863902370592739,[6.89843010e-02 2.63020031e-12 2.86866503e+01],[7.15366358e-04 2.34636456e-03 7.18832352e+01],1000,1000
texas,0.49999737213811074,0.12454515350876175,1.4999992898636878,[0.06030587 0.01743459 4.19775471],[0.00146478 0.00373834 0.10151502],1000,1000
virginia,0.10000000000000002,0.10000000000000002,1.4999999999999998,[3.13352114e-02 2.14146438e+00 2.29726558e-04],[0.00174873 0.00675011 0.1       ],1000,1000
