Province_State,Deaths,Recovered,Confirmed,Incident_Rate,People_Hospitalized,date,Population,Active
Texas,330,2141,10090,33.61511933,1338.0,04-12-2020,28995881,7619
Texas,344,2287,10439,35.88095840233308,1176.0,04-13-2020,28995881,7808
Texas,377,2666,11123,38.308889459161456,1409.0,04-14-2020,28995881,8080
Texas,412,3135,11809,40.68853779610973,1538.0,04-15-2020,28995881,8262
Texas,450,3672,12452,42.93713303624056,1459.0,04-16-2020,28995881,8330
Texas,482,4224,12998,44.94431467697084,1522.0,04-17-2020,28995881,8292
Texas,509,4776,13415,46.18931909673653,1321.0,04-18-2020,28995881,8130
Texas,530,5282,13934,47.15497349433873,1471.0,04-19-2020,28995881,8122
Texas,554,5842,14556,50.27265769231154,1411.0,04-20-2020,28995881,8160
Texas,578,6511,15347,52.66265232637698,1419.0,04-21-2020,28995881,8258
Texas,612,7284,16141,55.28026549702008,1678.0,04-22-2020,28995881,8245
Texas,641,8174,16956,58.29793548952694,1649.0,04-23-2020,28995881,8141
Texas,668,9055,17718,60.95003631722727,1674.0,04-24-2020,28995881,7995
Texas,685,9968,18309,62.97101302078043,1597.0,04-25-2020,28995881,7656
Texas,703,10639,19094,64.19532484631179,1542.0,04-26-2020,28995881,7752
Texas,732,11239,19929,68.99945547438273,1563.0,04-27-2020,28995881,7958
Texas,767,12090,21112,71.38600134274245,0.0,04-28-2020,28995881,8255
Texas,811,13074,22217,76.2866974105736,0.0,04-29-2020,28995881,8332
Texas,849,13852,23502,80.31485575485705,0.0,04-30-2020,28995881,8801
Texas,897,14378,24535,84.9051629091732,0.0,05-01-2020,28995881,9260
Texas,937,14852,25322,87.1020266637182,0.0,05-02-2020,28995881,9533
Texas,974,15508,25994,88.44014775753838,0.0,05-03-2020,28995881,9512
Texas,996,16141,26736,91.65094862956568,0.0,05-04-2020,28995881,9599
Texas,1019,16834,27780,94.60309207366384,0.0,05-05-2020,28995881,9927
Texas,1044,17617,28986,99.09683378821978,0.0,05-06-2020,28995881,10325
Texas,1075,18419,30372,102.06277229514082,0.0,05-07-2020,28995881,10878
Texas,1109,19259,31882,106.7496448892172,0.0,05-08-2020,28995881,11514
