Province_State,Deaths,Recovered,Confirmed,Incident_Rate,People_Hospitalized,date,Population,Active
Mississippi,97,301.0,2861,93.44290222028536,548.0,2020-04-12,2976149,2463.0
Mississippi,101,401.0,2936,98.85257760952156,549.0,2020-04-13,2976149,2434.0
Mississippi,110,602.0,3129,103.72464550665978,596.0,2020-04-14,2976149,2417.0
Mississippi,120,803.0,3357,112.89757334058208,645.0,2020-04-15,2976149,2434.0
Mississippi,130,1003.0,3592,121.76809696019924,682.0,2020-04-16,2976149,2459.0
Mississippi,140,1204.0,3797,127.44657609548446,736.0,2020-04-17,2976149,2453.0
Mississippi,150,1405.0,4013,133.5282608498432,782.0,2020-04-18,2976149,2458.0
Mississippi,160,1606.0,4253,143.60840132668088,808.0,2020-04-19,2976149,2487.0
Mississippi,170,1806.0,4500,151.60531277163878,819.0,2020-04-20,2976149,2524.0
Mississippi,181,2007.0,4707,158.45980829588842,858.0,2020-04-21,2976149,2519.0
Mississippi,192,2208.0,4921,164.44069164547878,910.0,2020-04-22,2976149,2521.0
Mississippi,201,2409.0,5160,173.1432129238153,946.0,2020-04-23,2976149,2550.0
Mississippi,210,2609.0,5435,182.5849445037866,970.0,2020-04-24,2976149,2616.0
Mississippi,219,2810.0,5687,192.12747748852627,996.0,2020-04-25,2976149,2658.0
Mississippi,225,3011.0,5907,198.6123678619585,1001.0,2020-04-26,2976149,2671.0
Mississippi,231,3212.0,6115,204.76125355282952,1060.0,2020-04-27,2976149,2672.0
Mississippi,239,3413.0,6335,213.09416968034867,1088.0,2020-04-28,2976149,2683.0
Mississippi,250,3614.0,6575,220.7214759744892,1126.0,2020-04-29,2976149,2711.0
Mississippi,264,3816.0,6865,228.98719116549609,1175.0,2020-04-30,2976149,2785.0
Mississippi,277,4017.0,7156,242.32657706317795,1226.0,2020-05-01,2976149,2862.0
Mississippi,291,4219.0,7401,250.0210842938307,1265.0,2020-05-02,2976149,2891.0
Mississippi,301,4441.0,7622,253.6835353337484,1298.0,2020-05-03,2976149,2880.0
Mississippi,318,4684.0,7878,264.6708884535015,1316.0,2020-05-04,2976149,2876.0
Mississippi,342,4948.0,8169,275.75904297802293,1352.0,2020-05-05,2976149,2879.0
Mississippi,370,5212.0,8439,283.0503445896022,1392.0,2020-05-06,2976149,2857.0
Mississippi,393,5476.0,8733,291.8536672727071,1442.0,2020-05-07,2976149,2864.0
Mississippi,408,5740.0,9051,305.42825644818186,1478.0,2020-05-08,2976149,2903.0
Mississippi,420,6004.0,9323,315.10519130594605,1512.0,2020-05-09,2976149,2899.0
Mississippi,428,6247.0,9517,319.2380489014495,1531.0,2020-05-10,2976149,2842.0
Mississippi,440,6469.0,9694,325.05092990975925,1546.0,2020-05-11,2976149,2785.0
Mississippi,452,6671.0,9890,332.9134394816926,1582.0,2020-05-12,2976149,2767.0
