,alabama,arizona,arkansas,idaho,indiana,iowa,kentucky,michigan,minnesota,mississippi,nebraska,new mexico,ohio,oklahoma,south carolina,tennessee,texas,utah,virginia,wisconsin
0,0.6574780958584107,0.6515074771401668,0.25334079347913163,0.3963565795385879,0.5911209194379371,0.23215847948605306,0.7652463920274639,0.5520891032664729,0.3187519956210373,0.12831214083261824,0.4569845801664159,0.5519032350726281,0.35482815590080813,0.3302680773673858,0.6363727999763259,0.4125766117460205,0.15405819738893067,0.10681102109053497,0.2987834453540283,0.5285530145615016
