,alabama,arizona,arkansas,idaho,indiana,iowa,kentucky,michigan,minnesota,mississippi,nebraska,new mexico,ohio,oklahoma,south carolina,tennessee,texas,utah,virginia,wisconsin
0,0.638673213062343,0.1356050069541029,0.23424270931326435,0.42279124315871774,0.4317030515016283,0.2582139848357203,0.555379746835443,0.39974261042842907,0.24029527152591368,0.0895301094890511,0.43568043331076506,0.398419339841934,0.15005611187845305,0.21833561957018746,0.670765306122449,0.363031914893617,0.0992456025557138,0.026155187445510025,0.02823974082073434,0.4968610342626091
