active_case_ratio,death_incidence_7d,incidence_rate_7d
0.0,,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.141801821008392,0.0,0.5916859744297704
7.4187006317608075,0.0012221397956826735,1.087001288862811
10.231108195430071,0.003666419387048021,1.5378515404330217
12.534436996047942,0.006721768876254665,1.9341330172028017
14.989257312048881,0.010200780479289757,2.36682783104759
17.70467696771395,0.014089987461270383,2.852716427401335
20.61943289449076,0.01920743457641456,3.3855998881853058
21.60742427188055,0.024936843388574676,3.0706367960845253
22.284687818459066,0.02944993454940776,2.8135794680755115
22.85585610499099,0.032935477076230624,2.590371065521852
23.363335828020833,0.03623220258390937,2.4164701485044886
23.79495624973157,0.039087780725298206,2.1988525040858415
24.493572476301562,0.04170822511443165,1.9691999332387888
25.46926844966759,0.043370181076259576,1.736863288574234
25.233952598382274,0.044587170580051225,1.594006565222138
24.842592299374466,0.045394994916149393,1.4646524974951645
24.55000523705079,0.045804434342561345,1.3574044975595567
24.259715397318377,0.04625332257536357,1.2543088516072949
23.956458871291762,0.046253322575363555,1.1542886621797337
23.677896049625893,0.046253322575363576,1.0162529045195352
23.69014702950962,0.04580443434256134,0.8745759526656403
22.962261573462683,0.045195769563845814,0.7937064090657545
22.24150798576474,0.044395535291502815,0.7340825860573063
21.530813309430076,0.04378718417686695,0.6596729036416115
20.939717626801965,0.04212986094558071,0.599492790466889
20.425022085055073,0.04152128901371898,0.5523932175848737
20.08046892708968,0.04012640630864163,0.524587996023179
19.89049182747286,0.03891064847168733,0.48008683611532454
18.631887512874105,0.03787154683140988,0.43157861517007445
17.500147749109253,0.036840302225513016,0.5010802970497981
16.525681133543948,0.03573409419247757,0.6391456183120877
15.732165972220914,0.034873839910393375,0.7975086479451386
15.067291108768602,0.03285980672450173,0.9781121963176092
14.50247001236529,0.031718785670569204,1.1779197711499816
14.271117191990244,0.030355272620606357,1.4113703609577064
15.253242900809566,0.028860790951046388,1.8913489941572288
17.314822065582863,0.027480033663432307,2.3478562731233845
19.655436862046475,0.026354049808121383,2.7620643059806866
22.170279782217023,0.026313874127071053,3.1760395807607305
24.617665349456665,0.027443774325636248,3.5630287721378915
27.32584298659234,0.029246361133017394,3.9776641428816157
30.347423617707793,0.032585938528901,4.419866092900001
27.948227157573545,0.03764243476815481,4.1708966401713505
36.19975572354124,0.03937965035978092,5.5742800789201175
47.971648715495206,0.0402255452029414,7.609903961066296
60.049871145107396,0.04217562941203281,9.783248905425387
72.43975420978639,0.04871598030438528,12.08626636280531
87.671313911889,0.060706444701189764,14.90850839228163
104.75344776957338,0.07849889943455127,18.12114679354706
76.36453984448727,0.10203708512784289,11.533770064347431
58.00697757112414,0.11502569139785411,7.159808363012218
50.929969775291966,0.11861001565177767,6.619690880393968
59.26510965870041,0.11423085112425203,10.821345816197335
80.89397592556071,0.10250625440108005,17.117310643993818
118.79521944230481,0.08770148179450367,26.15564356784534
171.18072392566506,0.07941087848505123,37.59084940848748
146.17838652330016,0.10198339809203551,31.74156504661824
126.15824064726452,0.13512384586400067,27.00294986044009
108.60660413051212,0.1629529912043363,22.291575817707393
92.76223344324033,0.1831644007017276,17.208536091207232
78.87758346836608,0.19298202690895674,11.68532289425586
66.33888959202551,0.19292622840436494,5.015389966194189
56.90871344984574,0.17968468523898937,7.6061766243099775
52.55450528196103,0.15157941604840583,7.129508759969713
49.866359472614874,0.12816113738671636,6.7800726963767115
48.297186889522415,0.1092066993416641,6.326518254895583
47.95469632378632,0.0940147802217569,5.851411518241896
48.978635783155276,0.0838651230203238,5.420185389584823
51.666910169221104,0.07737457678479857,4.925386363784662
55.83122994057908,0.07518808902158172,4.397147004909938
58.87081401294674,0.07534684294381788,4.205339217623271
60.70231749451413,0.07678031056793329,4.11287805388434
62.42034003366906,0.07999805100371432,4.151855980832636
64.23689100222167,0.08338287037805607,4.185928057008051
66.57170493809022,0.08689161837922123,4.157209909643071
69.35074931394193,0.09062189247699302,4.082340373964996
72.20664246444102,0.09467377270406606,3.89218159270357
75.21706303649518,0.09759279218955179,3.9692260843461606
76.29075879395224,0.10054777150184888,3.9877267762283646
77.06966893773293,0.10330997645639128,3.9877144314785857
77.84834338672954,0.106136350417765,4.024796995403234
78.99292675085161,0.10848570420047908,4.115218230671179
80.36561469759279,0.11049105830722267,4.176853831509474
82.28302361879678,0.11222134106906505,4.27479173919541
83.7727248664183,0.11366283380956645,4.199991830695097
84.39315080722858,0.1150911395684436,4.303042091311449
84.74058210649349,0.11600460983640545,4.4165536558030905
84.99998794976959,0.11665461458260465,4.502576243634165
85.83883305229325,0.11730579236676911,4.602231546302582
87.97238702676857,0.11859584796751743,4.861443629099724
