t,R_mean,R_low,R_high
21,1.496470865893637,1.4642424465985289,1.5290452393852387
22,1.4782860230147485,1.4475034579215467,1.5093879657245424
23,1.4180565482321463,1.3890293298403016,1.4473797678994598
24,1.3509963190723955,1.3236898245636255,1.378577728234151
25,1.2902354254537225,1.2644811724993625,1.3162457104785084
26,1.23328879661681,1.2089126941498312,1.2579048301681193
27,1.196890534021421,1.1735338551281365,1.2204741659135472
28,1.1639691005795052,1.141454696855666,1.1867003297455379
29,1.1472195807407446,1.125277900315697,1.1693701796215012
30,1.1307104927708869,1.1092613453098248,1.1523621836808617
31,1.1162951384497406,1.0952663730478989,1.1375210868306227
32,1.097366926311142,1.0767663035629518,1.118160042325456
33,1.0835916312870373,1.0633436327271497,1.104027945485355
34,1.0629448206115597,1.0430871611940922,1.0829871227936398
35,1.0551610295854796,1.0355434551103047,1.0749601302336709
36,1.0505828393947472,1.0311450352645677,1.070199626561292
37,1.0476066970241187,1.028304997686375,1.067085376188973
38,1.0474219023375346,1.028210388479892,1.066808769695899
39,1.0425714556512906,1.023484137405364,1.0618326698852234
40,1.0290480650096536,1.0101627565839255,1.0481058490502726
41,1.0231922155808344,1.0044374860314143,1.0421180154506895
42,1.0117830732185698,0.9932031571175095,1.0305327815252432
43,1.004104745678529,0.98564954918034,1.0227287449267264
44,0.9982016153697169,0.9798362499312425,1.0167351343963913
45,0.9878105795121097,0.9695594900227784,1.0062294899272615
46,0.9628348902122086,0.9448211324344068,0.9810163930220375
47,0.9507895391339646,0.9328818915640285,0.968865072064057
48,0.9526923782549016,0.9347422290754699,0.970810874325183
49,0.9586020394414182,0.9405430582501518,0.9768303644081361
50,0.9693413405109511,0.9511003489086346,0.9877531906520618
51,0.9840460312796582,0.9655761605435531,1.0026884533234466
52,0.990083904761249,0.9714784095109522,1.008863428892487
53,0.9804654201172361,0.9618969216278916,0.9992089693911608
54,0.9766013709918286,0.9580415217440308,0.9953368057649645
55,0.9900428793194804,0.9713403070524044,1.0089213172470117
56,0.9927192085081925,0.9739704526806023,1.0116442227630933
57,0.9999302052339184,0.9810812725975693,1.018955996969361
58,1.0003253137502155,0.9814434726747753,1.0193845641850887
59,0.9949901537750041,0.9761439273072573,1.0140140744939723
60,0.9793239356435326,0.9606264865274433,0.9981990958729806
61,0.9702124634686591,0.9516063029430656,0.9889962642805585
62,0.9695401023534184,0.9509343035407843,0.9883236588834414
63,0.975705126431904,0.9570116039826131,0.9945769501679347
64,0.9843001616416228,0.9654735715159277,1.0033060184430866
65,0.9908405116587015,0.971892450800115,1.0099689609879763
66,0.9954656462916719,0.9764236731684648,1.0146889544845186
67,1.00013402610024,0.9810164700924235,1.0194335051622367
68,1.0104944561799247,0.9912641268559426,1.0299069661921465
69,1.0150244480414186,0.9957480381294697,1.0344830922134096
70,1.020650400333273,1.0013253918926757,1.0401575482895589
71,1.0191971155554505,0.9999014327219381,1.038674644297811
72,1.0113354085088688,0.9921417267722646,1.0307104215822784
73,0.9942395990157992,0.975244696287887,1.0134151617848772
74,0.9957473586526305,0.9767724960765327,1.0149022228638505
75,0.9819680203958965,0.9631463738844067,1.0009692686146088
76,0.9745416067423016,0.9557909985627435,0.993471828366285
77,0.970339337160806,0.9516114639220682,0.9892471699230349
78,0.9703147271349553,0.9515553152586681,0.9892547127326152
79,0.9693583848076244,0.9505640997494852,0.9883340993928286
80,0.9708679122671332,0.9520063023750627,0.9899119733176074
81,0.9766875004364418,0.9577137666203079,0.9958447608550427
82,0.9897976254591843,0.9706418697877892,1.0091379613816762
83,0.9905112449779316,0.9712983373534352,1.0099097061956148
84,0.9939721625046646,0.9746854792278766,1.0134451766983088
85,0.9907719938185604,0.9714922642365688,1.0102385266037481
86,0.9883622544176066,0.969094077240934,1.0078174692548323
87,0.98901246032958,0.9697296902894574,1.0084824284771645
88,1.001652550681704,0.9822340434327571,1.0212584947418537
89,1.0242074276481092,1.0045515979062576,1.0440510561170797
90,1.0308715555958747,1.0111334139190533,1.0507978437725152
91,1.0392227913652032,1.0194044015498025,1.0592293291607766
92,1.0414308785733724,1.0216240013710873,1.0614252819309657
93,1.0476530065811338,1.0278482726258287,1.0676441018709566
94,1.0610593529082024,1.0412042700633535,1.0810993614753068
95,1.0616145971815307,1.0418349746505096,1.0815776390472842
96,1.0725047239793783,1.0527099937170195,1.0924812726534392
97,1.073915306054382,1.054206584501364,1.093804023284036
98,1.071885634408775,1.0523079106002788,1.091641297614893
99,1.0644011114158165,1.0450149749600495,1.0839629439897123
100,1.0612679382776398,1.042037860436907,1.0806713971989936
