active_case_ratio,death_incidence_7d,incidence_rate_7d
199.76889480796726,,0.0
209.4495723434794,0.0,5.679703871991226
218.34684244837203,0.0,7.3304552436537
226.18091675456682,0.0,7.91801081661831
233.0637106092951,0.0,8.09147960482691
240.4314709686926,0.0,8.297279493346787
247.12773924470198,0.009326278935946184,8.364339879981449
252.76081172201347,0.015987906747336314,9.472834747796767
257.8529600210401,0.023981860121004468,8.88927615151899
262.7399301834759,0.03197581349467263,8.388321740102453
267.0113659361392,0.039969766868340785,7.9353310489279245
271.69315796198424,0.047963720242008935,7.676859889845988
276.97183183972976,0.0559576736156771,7.434376637511387
281.9147596757812,0.0559576736156771,7.2238691986714585
286.26080565993215,0.0559576736156771,7.079978037945431
289.99131723431066,0.0559576736156771,6.925428272721181
293.0316841674291,0.0559576736156771,6.693603624884804
294.8596348388745,0.0559576736156771,6.384504094436302
297.88134921412114,0.0559576736156771,6.179325957845486
301.9476068301936,0.0559576736156771,6.032770145994903
306.3496104879602,0.0559576736156771,5.990135728002007
310.9194871665739,0.0559576736156771,6.051422703866795
315.19092291923727,0.0559576736156771,6.158008748849038
319.01469728297513,0.0559576736156771,6.301899909575066
321.0478260910114,0.0559576736156771,6.360522234315297
323.02499722543206,0.0559576736156771,6.243277584834831
327.1099073993764,0.0559576736156771,6.277918049454059
331.698436635862,0.0559576736156771,6.333875723069737
336.025830062141,0.0559576736156771,6.328546420820625
339.495205826313,0.0559576736156771,6.243277584834831
340.539749067139,0.0559576736156771,5.875555729646095
340.61435929862654,0.0559576736156771,5.619749221688714
340.2599606990605,0.0559576736156771,5.326637597987549
340.1666979097011,0.0559576736156771,4.753737606207998
345.8184229448845,0.0559576736156771,4.918945975930473
350.5002149707295,0.0559576736156771,4.98822690516893
355.3125749016777,0.0559576736156771,5.196069692884302
358.39024695053996,0.0559576736156771,5.505169223332804
362.23267387214975,0.0559576736156771,6.0674106106141314
364.80672685847094,0.0559576736156771,6.4937547905431
370.4957570093981,0.0559576736156771,7.346443150401036
375.364074613962,0.0559576736156771,7.271832918913468
380.5308331444762,0.0559576736156771,7.375754312771153
384.6157433184206,0.0559576736156771,7.309138034657252
388.4954753557742,0.0559576736156771,7.45835849763239
392.9534366871565,0.0559576736156771,7.583597100486525
397.76579661810473,0.0559576736156771,7.943325002301592
403.64135234775085,0.0559576736156771,8.007276629290937
410.3376206237602,0.0559576736156771,8.311046857490329
418.45148329803334,0.0559576736156771,8.772031502038525
424.92392087958,0.0559576736156771,9.155741263974596
426.136337141253,0.0559576736156771,8.82265987340509
424.5135646063984,0.0559576736156771,7.996618024792713
424.4949120485265,0.0559576736156771,7.341113848151925
429.4005347688342,0.0559576736156771,7.237192454294238
433.11239378534077,0.0559576736156771,6.840159436735386
435.77970956102143,0.0559576736156771,6.091392470735136
439.0625597464744,0.0559576736156771,5.657054337432499
442.3267573740556,0.0559576736156771,5.9688185190055565
445.66556523312437,0.0559576736156771,6.69626827600936
441.1143411123826,0.0559576736156771,6.18998456234371
442.9795968995718,0.0559576736156771,5.774298986912966
448.89245774496163,0.0559576736156771,6.104715726357916
452.3431809512618,0.0559576736156771,6.237948282585719
453.3317665184721,0.0559576736156771,5.928848752137217
454.0032586018602,0.0559576736156771,5.574450152571262
450.5152302798163,0.0559576736156771,4.612511096606526
444.2852759506043,0.0559576736156771,4.607181794357415
445.57230244376484,0.0559576736156771,4.527242260620732
446.65415080033466,0.0559576736156771,3.839762270485272
