incidence_rate_7d,active_case_ratio,death_incidence_7d
0.0,20.548820540430093,
2.049055356347236,21.947227987415886,0.21364558217838472
2.4277907065725537,23.05430054961297,0.1845120936995141
2.7579702426664214,25.287867999659724,0.17480093087322388
2.9094643827565485,26.60858614403519,0.16508976804693365
2.9424823363659356,25.2101786970494,0.1670320006121917
2.880053432482641,22.99603357265523,0.20069736507666444
3.3239923045416226,21.34513589218589,0.23306790783096518
3.221331440377983,21.675315428279763,0.2608140873346515
3.326766922491991,23.675814970495548,0.27191255913612605
3.2823730352860925,26.14245032837326,0.2802364129872319
3.2435283839809324,28.453707081030334,0.2857856488879692
3.1242198121150806,29.79384755105838,0.2857856488879692
3.0520797454054964,30.45420662324612,0.2608140873346515
2.9660665889440687,31.172832672391593,0.23029328988059652
2.9688412068944374,32.4547061654619,0.19422325652580427
2.957742735092963,28.997532199302583,0.18589940267469843
2.9410950273907512,19.907883793894943,0.16925169497248657
2.868954960681166,5.0303823440183315,0.166477077022118
2.9133488478870646,-4.195222340957374,0.166477077022118
2.9771650607455427,-8.293333053651844,0.16647707702211798
2.985488914596649,-8.371022356262166,0.15815322317101208
2.94386964534112,-7.924308866252815,0.16092784112138073
2.9799396786959123,-6.467634442309283,0.1581532231710121
3.08537516080992,-4.331178620525436,0.1581532231710121
3.1880360249735595,-2.7579702426664214,0.14428013341916893
3.185261407023191,-2.117033496131267,0.13040704366732575
3.1658390813706103,-1.8256986113425606,0.12485780776658847
3.20745835062614,-1.0099609339341824,0.12485780776658849
3.2990207429883047,0.6409367465351542,0.11930857186585121
3.3794846635489955,3.1852614070231904,0.11375933596511396
3.4599485841096853,5.613052113595745,0.11653395391548259
3.4654978200104227,7.594129330158949,0.12763242571695713
3.5820317739259053,9.128493056712802,0.13595627956806303
3.737410379146549,10.526900503698593,0.14150551546880027
3.895563602317561,11.73108469415858,0.14705475136953755
4.020421410084149,13.731584236374363,0.16370245907174935
4.067589915240416,16.139952617294338,0.16647707702211798
4.400544069284652,20.432286586514614,0.17202631292285522
4.841708323393265,24.413863345293603,0.166477077022118
5.302294903154459,28.35659545276743,0.17202631292285522
5.330041082658144,29.308289409743868,0.1748009308732239
5.0109600183657514,28.37601777842001,0.18312478472432978
