incidence_rate_7d,active_case_ratio,death_incidence_7d
0.0,76.35783126291736,
2.5265458873759417,77.57431631980207,0.06238384907101092
3.4207143907270976,78.26053865958319,0.06238384907101092
3.898990566938182,78.10457903690566,0.07278115724951273
4.06118857452281,78.69722560308026,0.07018183020488727
4.070546151883462,79.63298333914543,0.06238384907101091
4.0460382111769935,81.2237714904562,0.05198654089250909
4.692156647983892,82.59621617001845,0.04901588141293715
4.687700658764534,83.84389315143866,0.049015881412937154
4.669876701887103,84.77965088750383,0.04455989219357923
4.656508734229028,86.8695098313827,0.040103902974221305
4.7099806048613235,88.95936877526157,0.0401039029742213
4.808012367687198,91.57949043624403,0.04901588141293715
4.874852205977567,93.1078947384838,0.053471870632295075
4.834748303003345,94.13722824815547,0.06238384907101091
4.816924346125914,94.97941021061412,0.06683983829036884
4.8436602814420615,96.0711275693568,0.07575181672908468
4.879308195196925,97.44357224891904,0.07129582750972677
4.808012367687198,97.7242995697386,0.06683983829036884
4.61194884203545,97.28761262624151,0.06238384907101091
4.536197025306365,97.1628449280995,0.07129582750972675
4.50500510077086,97.06926915449299,0.07129582750972675
4.518373068428934,97.34999647531254,0.06238384907101091
4.433709273261132,96.88211760727995,0.05347187063229507
4.37578141340948,96.63258221099589,0.05792785985165299
4.420341305603059,95.32252138050467,0.07129582750972675
4.598580874377376,94.41795556897502,0.07575181672908468
4.750084507835545,95.63444062585974,0.07129582750972675
4.901588141293715,97.63072379613207,0.06683983829036884
4.990707925680873,99.81415851361747,0.06683983829036884
5.137755569919684,100.50038085339858,0.07575181672908468
5.182315462113264,100.78110817421813,0.07575181672908468
5.173403483674548,100.71872432514712,0.06238384907101092
5.03972380709381,99.72058274001095,0.057927859851652996
4.80355637846784,98.56648153219724,0.057927859851652996
4.67433269110646,98.44171383405521,0.06238384907101091
4.825836324564629,100.18846160804354,0.06683983829036884
5.2402433219649165,103.58838138241362,0.06238384907101091
5.770506039068509,107.26902847760327,0.06683983829036884
6.171545068810722,110.26345323301179,0.07575181672908468
